Source, Total Lines, Coverable Lines(Roughly), Initial Coverage(Jacoco), GP Coverage(lines), GP Coverage(%), GP Coverage Gain(lines)
/data/queue-load-leveling/src/main/java, 416, 92, 0, 15, 16.304, 15
