Source, Total Lines, Coverable Lines(Roughly), Initial Coverage(Jacoco), GP Coverage(lines), GP Coverage(%), GP Coverage Gain(lines)
/data/command/src/main/java, 507, 91, 90, 12, 13.187, 0
